iter	RMSE
269	0.1346126849
270	0.1344006208
271	0.1342806643
272	0.1340534521
273	0.1338791455
274	0.1336530765
275	0.1334477628
276	0.1332429039
277	0.1330273993
278	0.1328943174
279	0.1327108123
280	0.1324910233
281	0.1323027273
282	0.132157898
283	0.1320307633
284	0.1318137774
285	0.1317180918
286	0.1315400049
287	0.1314361232
288	0.1313203787
289	0.1312478108
290	0.1311825722
291	0.1309880721
292	0.1309178538
293	0.1307218792
294	0.1305454905
295	0.1304984539
296	0.1303640232
297	0.1301830924
298	0.1301181789
299	0.1300025868
300	0.1299414378
301	0.129781564
302	0.1297403475
303	0.1296450329
304	0.1295136325
305	0.1294971278
306	0.1293681185
307	0.1292552066
308	0.1291597394
309	0.1290540905
310	0.1290196356
311	0.12899018
312	0.1288776009
313	0.1288208129
314	0.1287235408
315	0.1286484179
316	0.128532879
317	0.1284825005
318	0.1284058644
319	0.1283310298
320	0.1281609817
321	0.1280143534
322	0.1276920868
323	0.1274768446
324	0.1274148832
325	0.1273287623
326	0.1271537675
327	0.127015669
328	0.1269410754
329	0.1269265645
330	0.1267786318
331	0.1267465082
332	0.1267268816
333	0.1265017917
334	0.1264584374
335	0.1263983255
336	0.126269355
337	0.1261900134
338	0.1259499325
339	0.1259243113
340	0.1257946712
341	0.1256582725
342	0.1255195473
343	0.1254350004
344	0.1252966019
345	0.1252277588
346	0.1250722783
347	0.1249981627
348	0.1248559034
349	0.1247274542
350	0.1246170274
351	0.1245879515
352	0.1244663175
353	0.1243497804
354	0.1243278908
355	0.1242786914
356	0.1242040459
357	0.1241817156
358	0.1240595664
359	0.1240297097
360	0.1239022011
361	0.123797082
362	0.123731781
363	0.1235139144
364	0.123484233
365	0.1233432512
366	0.1232429057
367	0.123233025
368	0.1230982135
369	0.122985847
370	0.1229185814
371	0.1228041463
372	0.1227872734
373	0.1226549079
374	0.1225814416
375	0.1225001439
376	0.1224537607
377	0.1224082977
378	0.1223464192
379	0.122246613
380	0.1221188108
381	0.1219976836
382	0.1219279542
383	0.1218582318
384	0.1218061052
385	0.1217397488
386	0.1216403901
387	0.1215275466
388	0.1214266589
389	0.1212282396
390	0.1212185837
391	0.1211427326
392	0.1210744989
393	0.1209403981
394	0.1206980232
395	0.1205566717
396	0.1205156621
397	0.120463177
398	0.1203558949
399	0.1202176427
400	0.1202049357
401	0.1202027085
402	0.1202012893
403	0.120117718
404	0.1200794057
405	0.1199445577
406	0.1198480946
407	0.1198070284
408	0.119652537
409	0.1196334925
410	0.1195655943
411	0.1194674214
412	0.1193087717
413	0.1191836995
414	0.1191054937
415	0.1190059678
416	0.1188386238
417	0.1187885956
418	0.1187110238
419	0.1185634874
420	0.1184821088
421	0.1184781436
422	0.1184168405
423	0.1183722018
424	0.1181975994
425	0.1180726151
426	0.1180159149
427	0.1179339609
428	0.1179116723
429	0.1177904973
430	0.1177061127
431	0.1176168732
432	0.1174527797
433	0.1173532092
434	0.1173485166
435	0.1172634294
436	0.1172152542
437	0.1171274402
438	0.117026669
439	0.1169766736
440	0.1169512359
441	0.1168825667
442	0.1168081373
443	0.1167186238
444	0.1166311943
445	0.1165467382
446	0.116471197
447	0.1164217534
448	0.1162791465
449	0.1162164828
450	0.1160950454
451	0.1160284528
452	0.1159162414
453	0.1158657554
454	0.1158376123
455	0.1158257586
456	0.115806732
457	0.1157359901
458	0.1156186018
459	0.1155715677
460	0.1154710631
461	0.115337418
462	0.115272389
463	0.1152612955
464	0.1151777921
465	0.1151676824
466	0.1150807708
467	0.1149620907
468	0.114835261
469	0.1147963083
470	0.1147321617
471	0.1146568606
472	0.1146215717
473	0.1144961203
474	0.114433766
475	0.1142955303
476	0.114171551
477	0.1141661798
478	0.1141583494
479	0.1141092106
480	0.1140229535
481	0.1138978096
482	0.113848513
483	0.1137457114
484	0.1137329081
485	0.113672607
486	0.1136314411
487	0.1135777371
488	0.1134722567
489	0.1133927558
490	0.113311071
491	0.1132499605
492	0.1131861877
493	0.1131336107
494	0.1130780485
495	0.1129337646
496	0.1128933669
497	0.1128690835
498	0.1127665355
499	0.1126251033
